Date,Price,Open,High,Low,Vol.,Change %
2020-06-12,27410.77,27596.39,27596.39,26815.81,31.73K,1.04%
2020-06-11,27129.95,27604.01,27604.96,26768.22,96.65K,-2.26%
2020-06-10,27758.22,28548.32,28548.32,27710.62,55.84K,-2.80%
2020-06-09,28556.89,28653.03,28653.03,27606.86,59.86K,-0.67%
2020-06-08,28748.23,28431.23,28749.18,28177.07,123.57K,1.11%
2020-06-05,28431.23,27510.72,28548.32,27510.72,337.94K,4.07%
2020-06-04,27320.33,27044.27,27320.33,26558.79,162.16K,1.06%
2020-06-03,27034.76,26558.79,27320.33,26558.79,90.49K,3.27%
2020-06-02,26178.02,26369.36,27414.57,26178.02,126.54K,0.37%
2020-06-01,26081.88,26178.02,26423.62,25230.85,41.83K,1.10%
2020-05-29,25797.25,26130.42,26130.42,24846.27,376.83K,-1.09%
2020-05-28,26081.88,26749.18,26749.18,25702.06,75.38K,-3.49%
2020-05-27,27024.28,25911.48,27024.28,25892.44,56.90K,4.75%
2020-05-26,25798.2,26225.62,26463.6,25703.01,123.44K,-1.44%
2020-05-25,26176.12,26273.21,26273.21,25977.16,18.31K,1.80%
2020-05-22,25714.43,26388.4,26948.13,25714.43,64.19K,-2.53%
2020-05-20,26382.68,26691.11,27129.95,26183.73,58.23K,-0.95%
2020-05-19,26634.95,27453.6,27700.15,26182.78,91.96K,-0.78%
2020-05-18,26844.37,26558.79,27034.76,26179.92,53.38K,5.57%
2020-05-15,25427.9,25986.68,26891.97,25427.9,89.34K,-2.15%
2020-05-14,25987.63,25502.15,26637.8,25129,68.73K,1.63%
2020-05-13,25569.74,26653.98,26843.42,24834.85,246.28K,-4.07%
2020-05-12,26653.98,27225.14,27452.65,26274.16,171.64K,-1.03%
2020-05-11,26930.04,27415.53,27796.3,26444.56,166.85K,-1.43%
2020-05-08,27320.33,28462.65,28843.42,27320.33,124.59K,-3.70%
2020-05-07,28370.31,28177.07,28795.82,28044.75,131.96K,3.11%
2020-05-06,27515.48,28081.88,28509.29,27515.48,94.14K,-1.16%
2020-05-05,27839.13,28367.45,28743.47,27605.91,227.60K,-0.19%
2020-05-04,27891.49,29092.82,29414.58,27605.91,100.32K,-5.48%
2020-04-30,29507.86,29863.89,29863.89,29033.8,115.09K,-1.20%
2020-04-29,29866.74,29414.58,30356.98,28652.08,152.11K,4.58%
2020-04-28,28557.84,27805.82,28918.62,27620.19,106.43K,3.45%
2020-04-27,27605.91,27126.14,27605.91,26553.08,63.63K,5.45%
2020-04-24,26178.02,26615.91,26933.85,26178.02,30.53K,-2.63%
2020-04-23,26884.35,26178.02,26884.35,25816.29,71.50K,4.60%
2020-04-22,25703.01,26454.08,26938.61,25703.01,77.48K,0.25%
2020-04-21,25640.18,26936.71,26936.71,25640.18,50.18K,-4.82%
2020-04-20,26938.61,27119.48,27119.48,26178.02,65.34K,-0.71%
2020-04-17,27129.95,27226.09,28462.65,26178.02,89.35K,0.60%
2020-04-16,26968.12,27605.91,27605.91,26274.16,89.49K,-2.31%
2020-04-15,27605.91,28081.88,28081.88,27605.91,94.33K,-2.18%
2020-04-14,28219.91,28181.83,28557.84,28181.83,162.40K,0.15%
2020-04-13,28177.07,28081.88,28557.84,27843.89,136.46K,1.35%
2020-04-09,27801.06,27702.06,28653.03,27702.06,61.47K,0.71%
2020-04-08,27605.91,28272.26,28272.26,27605.91,82.93K,-2.03%
2020-04-07,28177.07,28557.84,29319.38,27611.62,168.01K,-0.94%
2020-04-06,28443.61,28129.47,29509.77,27986.68,120.54K,1.63%
2020-04-03,27986.68,27872.45,28547.37,26653.98,272.82K,3.89%
2020-04-02,26939.55,26939.55,27445.25,26663.72,204.88K,2.84%
2020-04-01,26194.81,26148.84,26549.71,25562.23,64.22K,-1.76%
2020-03-31,26663.72,25584.3,27113.33,25584.3,145.98K,4.32%
2020-03-30,25560.4,25854.62,27491.22,24944.37,147.74K,-1.07%
2020-03-27,25838.07,24797.26,25838.07,24089.29,98.70K,3.77%
2020-03-26,24898.4,23261.8,25744.28,22985.97,251.75K,7.04%
2020-03-25,23261.8,22940,23464.08,21698.75,182.52K,8.36%
2020-03-24,21467.97,22985.97,23464.08,21467.97,145.18K,-0.64%
2020-03-23,21606.81,23813.46,23813.46,21606.81,152.35K,-5.05%
2020-03-20,22756.11,22526.25,24640.96,22526.25,378.41K,4.65%
2020-03-19,21744.73,21717.14,23881.5,21717.14,101.91K,0.21%
2020-03-18,21699.67,23887.02,23887.02,21331.9,96.33K,-11.27%
2020-03-17,24457.07,23997.35,25643.15,23997.35,151.62K,2.31%
2020-03-16,23905.41,25054.7,25192.62,23905.41,181.64K,-10.34%
2020-03-13,26663.72,26673.84,27583.16,25606.37,267.78K,1.72%
2020-03-12,26213.2,27950.94,27950.94,26213.2,117.95K,-6.22%
2020-03-11,27951.86,29056.1,29189.42,27951.86,75.35K,-3.80%
2020-03-10,29056.1,29881.76,30038.06,28827.16,116.53K,0.80%
2020-03-09,28824.4,29091.04,29329.18,28136.66,213.73K,-2.37%
2020-03-06,29523.18,30341.48,30341.48,29513.98,42.56K,-2.70%
2020-03-05,30341.48,30512.49,30705.57,30012.32,115.51K,-0.61%
2020-03-04,30528.12,29698.79,30797.52,29698.79,62.36K,2.80%
2020-03-03,29697.87,29513.98,30879.35,29513.98,143.86K,1.73%
2020-03-02,29192.18,28502.6,29422.04,28502.6,85.65K,4.10%
2020-02-28,28042.88,29419.28,29419.28,28042.88,119.39K,-4.68%
2020-02-27,29420.2,29422.04,29879.92,28460.31,89.41K,0.27%
2020-02-26,29340.21,29697.87,30071.16,28594.54,54.80K,-1.20%
2020-02-25,29697.87,29631.67,30433.42,29631.67,58.43K,-1.42%
2020-02-24,30126.33,31159.78,31159.78,30121.73,31.89K,-3.34%
2020-02-21,31168.05,31256.32,31812.58,30995.2,49.43K,-0.30%
2020-02-20,31260.92,31168.97,31573.52,31077.03,47.76K,0.00%
2020-02-19,31260.92,32640.07,32640.07,31260.92,44.04K,-3.13%
2020-02-18,32272.3,33007.85,33007.85,32272.3,63.81K,-2.50%
2020-02-17,33099.79,33275.41,33275.41,32640.99,15.98K,-0.53%
2020-02-14,33275.41,33053.82,34018.31,32915.91,13.99K,0.81%
2020-02-13,33007.85,33099.79,33099.79,32088.41,53.29K,0.00%
2020-02-12,33007.85,33618.36,33618.36,32822.12,37.90K,-0.28%
2020-02-11,33099.79,33007.85,33541.12,33007.85,26.79K,0.28%
2020-02-10,33007.85,33610.08,33610.08,32477.33,25.56K,-1.80%
2020-02-07,33612.84,33605.48,33651.46,32731.1,82.77K,-0.11%
2020-02-06,33651.46,33191.74,33787.53,33191.74,118.98K,1.67%
2020-02-05,33099.79,32180.35,33099.79,32180.35,101.79K,2.86%
2020-02-04,32180.35,31444.8,32180.35,31444.8,87.27K,2.39%
2020-02-03,31430.09,32176.68,32176.68,31260,70.07K,2.31%
2020-01-31,30721.21,30019.67,30721.21,30019.67,66.53K,2.34%
2020-01-30,30019.67,30232.06,30737.76,29606.85,61.03K,-0.76%
2020-01-29,30249.53,30663.28,30663.28,29992.09,68.39K,-1.35%
2020-01-28,30663.28,30295.51,31123,30295.51,45.54K,1.21%
