Date,Price,Open,High,Low,Vol.,Change %
2020-03-26,1569.16,1560.23,1687.27,1528.47,4.43M,0.06%
2020-03-25,1568.17,1581.07,1636.65,1568.17,2.88M,3.27%
2020-03-24,1518.54,1588.02,1637.64,1518.54,3.37M,0.00%
2020-03-23,1518.54,1717.04,1717.04,1518.54,5.01M,-11.56%
2020-03-20,1717.04,1687.37,1766.67,1655.51,6.62M,3.59%
2020-03-19,1657.49,1687.27,1706.13,1637.54,7.14M,-0.53%
2020-03-18,1666.33,1786.52,1855.99,1637.64,4.69M,-10.70%
2020-03-17,1865.92,1985.02,1997.82,1837.14,4.38M,-2.08%
2020-03-16,1905.62,2302.52,2302.52,1905.62,2.74M,-19.67%
2020-03-13,2372.1,2481.28,2530.9,2372.1,3.73M,-1.28%
2020-03-12,2402.87,2491.2,2491.2,2337.76,4.27M,-4.50%
2020-03-11,2516.01,2580.53,2610.3,2496.36,1.34M,-1.36%
2020-03-10,2550.75,2679.78,2718.49,2550.75,2.45M,-1.15%
2020-03-09,2580.53,2659.93,2669.85,2530.9,2.13M,-4.49%
2020-03-06,2701.71,2741.41,2797.79,2701.71,772.00K,-4.15%
2020-03-05,2818.73,2858.43,2873.32,2798.88,1.27M,-1.39%
2020-03-04,2858.43,2850.49,2896.05,2838.58,1.88M,0.38%
2020-03-03,2847.51,2893.17,2967.61,2781.01,5.62M,-1.58%
2020-03-02,2893.17,2699.63,2927.81,2699.63,2.66M,7.17%
2020-02-28,2699.63,2659.93,2747.27,2659.93,2.45M,-1.99%
2020-02-27,2754.32,2838.58,2838.58,2729.4,2.39M,-1.59%
2020-02-26,2798.88,2879.27,2879.27,2780.02,2.12M,-3.26%
2020-02-25,2893.17,2977.53,2977.63,2886.72,1.13M,-2.83%
2020-02-24,2977.43,2977.53,2997.18,2908.06,5.42M,-0.67%
2020-02-21,2997.38,3017.23,3027.16,2997.38,470.88K,-0.95%
2020-02-20,3026.17,3055.94,3055.94,2987.46,2.70M,-0.97%
2020-02-19,3055.94,3094.65,3126.41,3055.94,2.29M,-1.19%
2020-02-18,3092.66,3116.48,3116.58,3071.82,2.90M,-1.08%
2020-02-17,3126.41,3101.7,3131.37,3101.7,151.81K,-0.29%
2020-02-14,3135.64,3139.31,3139.51,3116.48,269.34K,-0.12%
2020-02-13,3139.31,3124.42,3139.31,3076.98,615.00K,0.41%
2020-02-12,3126.41,3131.37,3146.26,3116.48,950.53K,-0.16%
2020-02-11,3131.37,3126.41,3165.81,3076.78,4.16M,-0.19%
2020-02-10,3137.43,3175.04,3175.04,3106.56,971.17K,-0.43%
2020-02-07,3151.12,3166.11,3166.11,3131.37,1.15M,-0.32%
2020-02-06,3161.15,3174.05,3176.03,3154.5,4.56M,-0.41%
2020-02-05,3174.05,3146.26,3192.91,3131.37,2.96M,1.04%
2020-02-04,3141.3,3126.41,3166.11,3126.41,5.91M,0.80%
2020-02-03,3116.48,3116.48,3240.55,3096.63,3.22M,0.00%
2020-01-31,3116.48,3086.71,3143.98,3027.16,3.24M,0.48%
2020-01-30,3101.6,3096.63,3130.38,3066.76,1.97M,-0.48%
2020-01-29,3116.48,3147.25,3147.25,3091.67,2.01M,-0.79%
2020-01-28,3141.3,3076.88,3141.3,3076.88,1.35M,1.90%
2020-01-27,3082.84,3166.21,3166.21,3061.9,699.76K,-2.63%
2020-01-24,3166.21,3141.4,3205.81,3141.4,2.68M,0.95%
2020-01-23,3136.33,3136.33,3169.19,3106.56,1.69M,0.00%
2020-01-22,3136.33,3086.71,3161.15,3076.78,3.61M,1.87%
2020-01-21,3078.77,3182.78,3182.78,3078.77,3.02M,-3.27%
2020-01-20,3182.68,3225.66,3255.34,3176.03,532.34K,-1.33%
2020-01-17,3225.66,3303.07,3303.07,3212.76,1.32M,-0.76%
2020-01-16,3250.47,3270.32,3314.99,3230.62,1.26M,-0.61%
2020-01-15,3270.32,3304.07,3325.9,3225.66,3.29M,-1.02%
2020-01-14,3304.07,3404.31,3444.01,3265.26,1.65M,-3.09%
2020-01-13,3409.27,3524.6,3525.5,3389.42,799.54K,-3.24%
2020-01-10,3523.41,3446.99,3562.12,3380.49,895.04K,2.22%
2020-01-09,3446.99,3430.02,3468.82,3314.99,1.46M,0.49%
2020-01-08,3430.02,3424.16,3493.64,3339.9,1.21M,0.17%
2020-01-07,3424.16,3364.61,3468.82,3354.69,1.44M,1.77%
2020-01-06,3364.61,3324.81,3368.58,3275.19,953.97K,1.19%
2020-01-03,3324.91,3323.92,3353.59,3186.95,1.13M,0.00%
2020-01-02,3324.91,3216.73,3353.69,3216.73,764.73K,3.36%
2019-12-30,3216.73,3240.55,3243.52,3176.03,289.32K,-0.74%
2019-12-27,3240.55,3176.03,3240.55,3161.15,659.98K,2.03%
2019-12-26,3176.03,3250.37,3225.66,3127.5,650.73K,-2.29%
2019-12-24,3250.37,3245.41,3250.37,3176.03,155.48K,0.15%
2019-12-23,3245.41,3171.07,3245.41,3126.41,659.43K,2.34%
2019-12-20,3171.07,3126.41,3176.03,3106.56,4.65M,1.43%
2019-12-19,3126.41,3165.12,3176.03,3084.72,1.81M,-1.22%
2019-12-18,3165.12,3237.67,3237.67,3106.56,1.42M,-2.24%
2019-12-17,3237.67,3385.35,3389.32,3230.62,3.17M,-4.45%
2019-12-16,3388.33,3404.31,3472.79,3374.54,2.57M,-0.44%
2019-12-13,3403.32,3275.28,3423.17,3305.06,2.35M,3.91%
2019-12-12,3275.28,3322.93,3339.8,3265.46,3.71M,0.00%
2019-12-11,3275.28,3374.54,3448.88,3183.97,4.20M,-2.94%
2019-12-10,3374.54,3262.98,3374.54,3251.36,1.63M,3.34%
2019-12-09,3265.36,3211.76,3334.84,3211.76,1.23M,1.70%
2019-12-06,3210.77,3364.61,3404.21,3210.77,1.33M,-4.57%
2019-12-05,3364.61,3295.14,3423.17,3295.14,2.64M,2.11%
2019-12-04,3295.14,3116.19,3374.54,3116.19,2.00M,5.74%
2019-12-03,3116.19,3126.41,3126.41,3017.33,1.80M,-0.33%
2019-12-02,3126.61,3205.81,3205.81,3126.41,1.53M,-2.47%
2019-11-29,3205.71,3185.96,3364.61,3173.35,802.71K,0.62%
2019-11-28,3185.96,3255.44,3324.91,3176.03,2.67M,-2.13%
2019-11-27,3255.44,3280.25,3324.91,3181.1,6.25M,-0.76%
2019-11-26,3280.25,3334.84,3334.94,3275.28,8.39M,-1.64%
2019-11-25,3334.84,3431.11,3431.21,3330.97,847.68K,-2.75%
2019-11-22,3429.12,3473.79,3494.63,3374.64,3.21M,-1.71%
2019-11-21,3488.68,3672.29,3672.29,3483.71,4.53M,-3.83%
2019-11-20,3627.63,3697.1,3711.99,3621.67,13.98M,-1.88%
2019-11-19,3697.1,3637.55,3721.92,3610.75,5.97M,1.64%
2019-11-18,3637.55,3622.66,3711.89,3578.99,9.03M,0.41%
2019-11-15,3622.66,3225.66,3771.54,3225.66,8.61M,14.06%
2019-11-14,3176.03,3155.19,3214.74,3146.26,14.40M,0.66%
2019-11-13,3155.19,3374.54,3278.26,3131.47,3.58M,-6.50%
2019-11-12,3374.54,3571.05,3571.05,3277.27,5.20M,-5.50%
2019-11-11,3571.05,3573.04,3571.05,3453.94,4.62M,-0.06%
2019-11-08,3573.04,3522.42,3622.66,3523.41,3.61M,1.44%
2019-11-07,3522.42,3414.24,3523.41,3414.24,2.42M,3.17%
2019-11-06,3414.24,3612.74,3612.74,3414.24,4.07M,-5.49%
2019-11-05,3612.64,3671.3,3671.3,3528.38,3.83M,-0.55%
2019-11-04,3632.49,3746.73,3821.17,3583.06,3.20M,-3.05%
2019-10-30,3746.73,3880.72,3821.36,3624.65,3.16M,-3.45%
2019-10-29,3880.72,3969.05,3969.05,3852.03,1.88M,-2.25%
2019-10-28,3969.84,3921.31,4049.44,3877.74,2.48M,1.24%
2019-10-25,3921.31,4019.97,4019.97,3905.53,809.47K,-2.45%
2019-10-24,4019.97,3829.11,4019.97,3777.5,2.58M,4.69%
2019-10-23,3840.02,4026.62,4026.62,3796.45,1.68M,-3.28%
2019-10-22,3970.14,3940.27,4049.44,3890.64,3.27M,0.76%
2019-10-21,3940.27,4069.29,4089.14,3890.64,2.17M,-7.03%
2019-10-18,4238.02,4247.85,4246.95,4205.37,1.65M,-0.23%
2019-10-17,4247.85,4252.91,4247.94,4168.54,1.26M,-0.12%
2019-10-16,4252.91,4186.41,4257.67,4170.53,1.26M,1.59%
2019-10-15,4186.41,4163.58,4186.41,4129.84,2.96M,0.55%
2019-10-14,4163.58,4147.7,4168.54,4128.84,504.52K,0.38%
2019-10-11,4147.7,4054.41,4148.69,4089.04,752.74K,2.30%
2019-10-10,4054.41,4050.44,4069.29,4019.67,2.21M,0.10%
2019-10-09,4050.44,4069.29,4085.37,4030.59,1.52M,0.02%
2019-10-08,4049.44,4049.44,4084.28,4049.44,867.75K,-0.85%
2019-10-07,4084.08,4091.13,4095,4074.26,435.70K,-0.17%
2019-10-04,4091.13,4089.14,4117.93,4070.78,4.69M,0.05%
2019-10-03,4089.14,4068.3,4104.03,4042.59,11.29M,0.51%
2019-10-02,4068.3,4099.07,4108,4040.71,1.87M,-0.75%
2019-10-01,4099.07,4067.21,4128.84,4024.63,1.46M,1.35%
2019-09-30,4044.48,4197.33,4197.33,4019.67,3.04M,-3.64%
2019-09-27,4197.33,4165.57,4238.02,4168.54,3.94M,0.76%
2019-09-26,4165.57,4163.58,4178.47,4154.15,4.45M,0.05%
2019-09-25,4163.58,4183.43,4183.43,4119.02,4.60M,-0.47%
2019-09-24,4183.43,4190.38,4242.88,4148.79,1.14M,-0.17%
2019-09-23,4190.38,4168.54,4267.8,4168.54,1.86M,0.52%
2019-09-17,4168.54,4138.77,4168.54,4079.32,2.56M,0.72%
2019-09-16,4138.77,4071.87,4168.54,4071.28,1.25M,1.64%
2019-09-13,4071.87,4059.37,4108.99,4029.59,542.77K,0.31%
2019-09-12,4059.37,4079.22,4143.63,4019.67,2.37M,-0.49%
2019-09-11,4079.22,4060.36,4079.22,4019.67,588.30K,0.46%
2019-09-10,4060.36,4059.47,4098.47,3990.89,1.50M,0.02%
2019-09-09,4059.47,4014.71,4103.34,4009.74,527.62K,1.11%
2019-09-06,4014.71,4004.78,4052.42,3931.33,613.19K,0.25%
2019-09-05,4004.78,3970.04,4067.31,3970.04,964.34K,0.88%
2019-09-04,3970.04,3903.74,3970.04,3920.42,369.36K,1.70%
2019-09-03,3903.74,3960.12,3960.12,3901.56,958.51K,-2.04%
2019-09-02,3984.93,4019.67,4029.49,3940.27,231.35K,-0.86%
2019-08-30,4019.67,3969.05,4059.27,3994.85,1.43M,1.28%
2019-08-29,3969.05,3890.64,4019.67,3897.59,2.93M,2.02%
2019-08-28,3890.64,3948.21,3950.19,3872.98,1.92M,-1.46%
2019-08-27,3948.21,4019.67,4089.14,3948.21,4.06M,-1.78%
2019-08-26,4019.67,4084.18,4131.82,3995.25,1.06M,-1.58%
2019-08-23,4084.18,4168.54,4168.54,4081.2,1.54M,-2.02%
2019-08-22,4168.54,4208.25,4267.8,4129.84,1.57M,-0.94%
