Date,Price,Open,High,Low,Vol.,Change %
2019-11-13,6221.85,6453.25,6294.35,6167.33,1.21M,-3.59%
2019-11-12,6453.25,6512.83,6590.3,6077.85,1.56M,-0.91%
2019-11-11,6512.83,6698.55,6698.55,6410.54,464.69K,-2.77%
2019-11-08,6698.55,6648.89,6748,6455.33,490.84K,0.75%
2019-11-07,6648.89,6375.79,6648.89,6277.47,628.63K,4.28%
2019-11-06,6375.79,6584.34,6584.34,6256.61,568.10K,-3.17%
2019-11-05,6584.34,6782.96,6802.82,6455.23,849.70K,-2.93%
2019-11-04,6782.96,6585.43,6902.13,6648.89,939.16K,3.00%
2019-10-30,6585.43,6877.31,6872.34,6405.58,1.29M,-4.24%
2019-10-29,6877.31,7001.45,7051.2,6753.17,839.69K,-1.77%
2019-10-28,7001.45,6951.79,7002.54,6951.89,466.41K,0.71%
2019-10-25,6951.79,7096.88,7095.79,6951.79,331.27K,-2.04%
2019-10-24,7096.88,6822.69,7096.88,6822.69,1.12M,1.65%
2019-10-23,6981.58,7140.48,7100.76,6951.79,719.39K,-2.23%
2019-10-22,7140.48,6996.48,7239.69,6951.89,1.64M,2.06%
2019-10-21,6996.48,6951.89,7048.62,6882.27,826.67K,-4.28%
2019-10-18,7309.31,7250.72,7323.21,7170.57,260.51K,0.81%
2019-10-17,7250.72,7164.32,7319.24,7145.15,508.47K,1.21%
2019-10-16,7164.32,7214.87,7219.93,7120.72,506.75K,-0.77%
2019-10-15,7219.93,7224.9,7219.93,7105.72,402.91K,-0.07%
2019-10-14,7224.9,7149.42,7249.63,7051.1,469.94K,1.06%
2019-10-11,7149.42,6931.93,7149.42,6931.93,408.34K,4.18%
2019-10-10,6862.41,6706.49,6902.13,6659.82,402.98K,2.32%
2019-10-09,6706.49,6754.16,6827.65,6678.69,445.30K,-0.71%
2019-10-08,6754.16,6763.1,6780.88,6655.15,267.61K,-0.13%
2019-10-07,6763.1,6713.44,6773.03,6609.17,188.21K,0.74%
2019-10-04,6713.44,6581.36,6729.33,6581.36,237.98K,2.01%
2019-10-03,6581.36,6605.19,6605.19,6509.86,372.65K,-0.36%
2019-10-02,6605.19,6705.5,6773.03,6591.49,298.96K,-1.50%
2019-10-01,6705.5,6827.65,6832.62,6683.65,209.52K,-1.79%
2019-09-30,6827.65,6951.79,6951.99,6713.64,800.59K,-1.79%
2019-09-27,6951.79,6941.86,7149.42,6892.2,350.27K,0.14%
2019-09-26,6941.86,6832.62,6941.86,6753.17,296.97K,1.60%
2019-09-25,6832.62,6842.55,6842.55,6698.55,990.05K,-0.15%
2019-09-24,6842.55,7021.31,7090.83,6767.27,822.58K,-2.55%
2019-09-23,7021.31,7217.15,7279.52,6852.48,1.73M,-2.71%
2019-09-17,7217.15,7150.41,7217.15,7009.09,1.38M,0.93%
2019-09-16,7150.41,6951.79,7150.41,6903.13,720.67K,2.45%
2019-09-13,6979.6,6973.54,7001.45,6951.79,390.25K,0.09%
2019-09-12,6973.54,6892.2,7001.45,6872.44,1.02M,1.18%
2019-09-11,6892.2,6653.86,6907.7,6653.86,633.40K,3.58%
2019-09-10,6653.86,6678.59,6703.41,6604.2,798.21K,-0.37%
2019-09-09,6678.59,6654.06,6723.38,6477.18,527.61K,0.37%
2019-09-06,6654.06,6603.21,6654.06,6445.3,529.89K,0.77%
2019-09-05,6603.21,6408.66,6633.8,6408.66,724.99K,3.04%
2019-09-04,6408.66,6262.67,6434.68,6262.67,379.09K,2.33%
2019-09-03,6262.57,6406.67,6366.95,6257.21,534.39K,-2.25%
2019-09-02,6406.67,6456.23,6474.1,6370.92,160.67K,-0.77%
2019-08-30,6456.23,6198.12,6524.45,6256.61,1.22M,4.16%
2019-08-29,6198.12,6033.26,6255.62,6033.26,577.45K,2.84%
2019-08-28,6027.2,5958.68,6027.2,5913.99,776.51K,1.15%
2019-08-27,5958.68,5938.62,6157.3,5883.2,1.36M,0.34%
2019-08-26,5938.62,5983.51,5992.44,5871.28,501.50K,-0.75%
2019-08-23,5983.51,6057.99,6057.99,5959.67,465.94K,-1.23%
2019-08-22,6057.99,6217.98,6256.61,6038.13,493.11K,-2.57%
2019-08-21,6217.98,6306.07,6355.92,6217.98,438.54K,-1.40%
